ID,image,objects,fold
RoyalMail_0100,Image/RoyalMail_0100.jpg,Markup/RoyalMail_0100.xml,0
RoyalMail_0158,Image/RoyalMail_0158.jpg,Markup/RoyalMail_0158.xml,0
Special_0125,Image/Special_0125.jpg,Markup/Special_0125.xml,0
RoyalMail_0077,Image/RoyalMail_0077.jpg,Markup/RoyalMail_0077.xml,0
Special_0118,Image/Special_0118.jpg,Markup/Special_0118.xml,0
EAN13_09_0075,Image/EAN13_09_0075.jpg,Markup/EAN13_09_0075.xml,0
Special_0078,Image/Special_0078.jpg,Markup/Special_0078.xml,0
Special_0263,Image/Special_0263.tiff,Markup/Special_0263.xml,0
[P]ISBN_18_0074,Image/[P]ISBN_18_0074.jpg,Markup/[P]ISBN_18_0074.xml,0
EAN13_09_0034,Image/EAN13_09_0034.jpg,Markup/EAN13_09_0034.xml,0
QR-photo_26_0063,Image/QR-photo_26_0063.jpg,Markup/QR-photo_26_0063.xml,0
[S]ISBN_02_0082,Image/[S]ISBN_02_0082.tiff,Markup/[S]ISBN_02_0082.xml,0
Special_0180,Image/Special_0180.jpg,Markup/Special_0180.xml,0
Special_0201,Image/Special_0201.jpg,Markup/Special_0201.xml,0
[P]ISBN_18_0068,Image/[P]ISBN_18_0068.jpg,Markup/[P]ISBN_18_0068.xml,0
EAN13_09_0092,Image/EAN13_09_0092.jpg,Markup/EAN13_09_0092.xml,0
RoyalMail_0102,Image/RoyalMail_0102.jpg,Markup/RoyalMail_0102.xml,0
RoyalMail_0142,Image/RoyalMail_0142.jpg,Markup/RoyalMail_0142.xml,0
EAN13_09_0043,Image/EAN13_09_0043.jpg,Markup/EAN13_09_0043.xml,0
[P]ISBN_18_0004,Image/[P]ISBN_18_0004.jpg,Markup/[P]ISBN_18_0004.xml,0
RoyalMail_0095,Image/RoyalMail_0095.jpg,Markup/RoyalMail_0095.xml,0
RoyalMail_0071,Image/RoyalMail_0071.jpg,Markup/RoyalMail_0071.xml,0
RoyalMail_0016,Image/RoyalMail_0016.jpg,Markup/RoyalMail_0016.xml,0
Excise_stamp_0004,Image/Excise_stamp_0004.jpg,Markup/Excise_stamp_0004.xml,0
Special_0315,Image/Special_0315.jpg,Markup/Special_0315.xml,0
Special_0314,Image/Special_0314.jpg,Markup/Special_0314.xml,0
Special_0195,Image/Special_0195.jpg,Markup/Special_0195.xml,0
RoyalMail_0133,Image/RoyalMail_0133.jpg,Markup/RoyalMail_0133.xml,0
[S]ISBN_02_0037,Image/[S]ISBN_02_0037.tiff,Markup/[S]ISBN_02_0037.xml,0
Special_0023,Image/Special_0023.jpg,Markup/Special_0023.xml,0
RoyalMail_0040,Image/RoyalMail_0040.jpg,Markup/RoyalMail_0040.xml,0
Excise_stamp_0028,Image/Excise_stamp_0028.jpg,Markup/Excise_stamp_0028.xml,0
EAN13_09_0067,Image/EAN13_09_0067.jpg,Markup/EAN13_09_0067.xml,0
Excise_stamp_0041,Image/Excise_stamp_0041.jpg,Markup/Excise_stamp_0041.xml,0
Special_0028,Image/Special_0028.jpg,Markup/Special_0028.xml,0
[P]ISBN_18_0025,Image/[P]ISBN_18_0025.jpg,Markup/[P]ISBN_18_0025.xml,0
EAN13_09_0072,Image/EAN13_09_0072.jpg,Markup/EAN13_09_0072.xml,0
Special_0114,Image/Special_0114.jpg,Markup/Special_0114.xml,0
QR-photo_26_0006,Image/QR-photo_26_0006.jpg,Markup/QR-photo_26_0006.xml,0
Special_0139,Image/Special_0139.jpg,Markup/Special_0139.xml,0
Special_0310,Image/Special_0310.tiff,Markup/Special_0310.xml,0
RoyalMail_0113,Image/RoyalMail_0113.jpg,Markup/RoyalMail_0113.xml,0
Special_0251,Image/Special_0251.tiff,Markup/Special_0251.xml,0
RoyalMail_0025,Image/RoyalMail_0025.jpg,Markup/RoyalMail_0025.xml,0
QR-photo_26_0036,Image/QR-photo_26_0036.jpg,Markup/QR-photo_26_0036.xml,0
[P]ISBN_18_0029,Image/[P]ISBN_18_0029.jpg,Markup/[P]ISBN_18_0029.xml,0
Special_0231,Image/Special_0231.jpg,Markup/Special_0231.xml,0
EAN13_09_0027,Image/EAN13_09_0027.jpg,Markup/EAN13_09_0027.xml,0
Excise_stamp_0031,Image/Excise_stamp_0031.jpg,Markup/Excise_stamp_0031.xml,0
Special_0012,Image/Special_0012.tif,Markup/Special_0012.xml,0
[P]ISBN_18_0023,Image/[P]ISBN_18_0023.jpg,Markup/[P]ISBN_18_0023.xml,0
Special_0010,Image/Special_0010.tif,Markup/Special_0010.xml,0
RoyalMail_0035,Image/RoyalMail_0035.jpg,Markup/RoyalMail_0035.xml,0
Special_0111,Image/Special_0111.jpg,Markup/Special_0111.xml,0
RoyalMail_0190,Image/RoyalMail_0190.jpg,Markup/RoyalMail_0190.xml,0
[P]ISBN_18_0032,Image/[P]ISBN_18_0032.jpg,Markup/[P]ISBN_18_0032.xml,0
Special_0287,Image/Special_0287.tiff,Markup/Special_0287.xml,0
QR-photo_26_0079,Image/QR-photo_26_0079.jpg,Markup/QR-photo_26_0079.xml,0
EAN13_09_0077,Image/EAN13_09_0077.jpg,Markup/EAN13_09_0077.xml,0
Special_0126,Image/Special_0126.jpg,Markup/Special_0126.xml,0
RoyalMail_0092,Image/RoyalMail_0092.jpg,Markup/RoyalMail_0092.xml,0
RoyalMail_0148,Image/RoyalMail_0148.jpg,Markup/RoyalMail_0148.xml,0
Special_0276,Image/Special_0276.tiff,Markup/Special_0276.xml,0
Special_0306,Image/Special_0306.tiff,Markup/Special_0306.xml,0
Special_0146,Image/Special_0146.jpg,Markup/Special_0146.xml,0
[S]ISBN_02_0057,Image/[S]ISBN_02_0057.tiff,Markup/[S]ISBN_02_0057.xml,0
Special_0049,Image/Special_0049.tiff,Markup/Special_0049.xml,0
[S]ISBN_02_0029,Image/[S]ISBN_02_0029.tiff,Markup/[S]ISBN_02_0029.xml,0
Special_0024,Image/Special_0024.jpg,Markup/Special_0024.xml,0
[P]ISBN_18_0087,Image/[P]ISBN_18_0087.jpg,Markup/[P]ISBN_18_0087.xml,0
[P]ISBN_18_0072,Image/[P]ISBN_18_0072.jpg,Markup/[P]ISBN_18_0072.xml,0
EAN13_09_0048,Image/EAN13_09_0048.jpg,Markup/EAN13_09_0048.xml,0
Special_0331,Image/Special_0331.jpg,Markup/Special_0331.xml,0
RoyalMail_0093,Image/RoyalMail_0093.jpg,Markup/RoyalMail_0093.xml,0
QR-photo_26_0080,Image/QR-photo_26_0080.jpg,Markup/QR-photo_26_0080.xml,0
RoyalMail_0138,Image/RoyalMail_0138.jpg,Markup/RoyalMail_0138.xml,0
QR-photo_26_0010,Image/QR-photo_26_0010.jpg,Markup/QR-photo_26_0010.xml,0
[S]ISBN_02_0008,Image/[S]ISBN_02_0008.tiff,Markup/[S]ISBN_02_0008.xml,0
RoyalMail_0075,Image/RoyalMail_0075.jpg,Markup/RoyalMail_0075.xml,0
RoyalMail_0041,Image/RoyalMail_0041.jpg,Markup/RoyalMail_0041.xml,0
Special_0189,Image/Special_0189.jpg,Markup/Special_0189.xml,0
[S]ISBN_02_0061,Image/[S]ISBN_02_0061.tiff,Markup/[S]ISBN_02_0061.xml,0
RoyalMail_0107,Image/RoyalMail_0107.jpg,Markup/RoyalMail_0107.xml,0
[S]ISBN_02_0038,Image/[S]ISBN_02_0038.tiff,Markup/[S]ISBN_02_0038.xml,0
[S]ISBN_02_0048,Image/[S]ISBN_02_0048.tiff,Markup/[S]ISBN_02_0048.xml,0
[S]ISBN_02_0043,Image/[S]ISBN_02_0043.tiff,Markup/[S]ISBN_02_0043.xml,0
[P]ISBN_18_0077,Image/[P]ISBN_18_0077.jpg,Markup/[P]ISBN_18_0077.xml,0
RoyalMail_0061,Image/RoyalMail_0061.jpg,Markup/RoyalMail_0061.xml,0
EAN13_09_0064,Image/EAN13_09_0064.jpg,Markup/EAN13_09_0064.xml,0
QR-photo_26_0005,Image/QR-photo_26_0005.jpg,Markup/QR-photo_26_0005.xml,0
[P]ISBN_18_0038,Image/[P]ISBN_18_0038.jpg,Markup/[P]ISBN_18_0038.xml,0
Special_0269,Image/Special_0269.tiff,Markup/Special_0269.xml,0
Special_0036,Image/Special_0036.jpg,Markup/Special_0036.xml,0
EAN13_09_0071,Image/EAN13_09_0071.jpg,Markup/EAN13_09_0071.xml,0
RoyalMail_0115,Image/RoyalMail_0115.jpg,Markup/RoyalMail_0115.xml,0
Special_0084,Image/Special_0084.jpg,Markup/Special_0084.xml,0
RoyalMail_0008,Image/RoyalMail_0008.jpg,Markup/RoyalMail_0008.xml,0
RoyalMail_0012,Image/RoyalMail_0012.jpg,Markup/RoyalMail_0012.xml,0
Special_0006,Image/Special_0006.tif,Markup/Special_0006.xml,0
RoyalMail_0020,Image/RoyalMail_0020.jpg,Markup/RoyalMail_0020.xml,0
Special_0072,Image/Special_0072.jpg,Markup/Special_0072.xml,0
QR-photo_26_0089,Image/QR-photo_26_0089.jpg,Markup/QR-photo_26_0089.xml,0
RoyalMail_0047,Image/RoyalMail_0047.jpg,Markup/RoyalMail_0047.xml,0
Special_0130,Image/Special_0130.jpg,Markup/Special_0130.xml,1
RoyalMail_0087,Image/RoyalMail_0087.jpg,Markup/RoyalMail_0087.xml,1
QR-photo_26_0008,Image/QR-photo_26_0008.jpg,Markup/QR-photo_26_0008.xml,1
Special_0194,Image/Special_0194.jpg,Markup/Special_0194.xml,1
[S]ISBN_02_0096,Image/[S]ISBN_02_0096.tiff,Markup/[S]ISBN_02_0096.xml,1
EAN13_09_0081,Image/EAN13_09_0081.jpg,Markup/EAN13_09_0081.xml,1
QR-photo_26_0081,Image/QR-photo_26_0081.jpg,Markup/QR-photo_26_0081.xml,1
QR-photo_26_0039,Image/QR-photo_26_0039.jpg,Markup/QR-photo_26_0039.xml,1
QR-photo_26_0045,Image/QR-photo_26_0045.jpg,Markup/QR-photo_26_0045.xml,1
QR-photo_26_0084,Image/QR-photo_26_0084.jpg,Markup/QR-photo_26_0084.xml,1
RoyalMail_0169,Image/RoyalMail_0169.jpg,Markup/RoyalMail_0169.xml,1
[S]ISBN_02_0086,Image/[S]ISBN_02_0086.tiff,Markup/[S]ISBN_02_0086.xml,1
RoyalMail_0132,Image/RoyalMail_0132.jpg,Markup/RoyalMail_0132.xml,1
[P]ISBN_18_0030,Image/[P]ISBN_18_0030.jpg,Markup/[P]ISBN_18_0030.xml,1
RoyalMail_0086,Image/RoyalMail_0086.jpg,Markup/RoyalMail_0086.xml,1
Special_0170,Image/Special_0170.jpg,Markup/Special_0170.xml,1
RoyalMail_0097,Image/RoyalMail_0097.jpg,Markup/RoyalMail_0097.xml,1
QR-photo_26_0086,Image/QR-photo_26_0086.jpg,Markup/QR-photo_26_0086.xml,1
[S]ISBN_02_0006,Image/[S]ISBN_02_0006.tiff,Markup/[S]ISBN_02_0006.xml,1
RoyalMail_0175,Image/RoyalMail_0175.jpg,Markup/RoyalMail_0175.xml,1
RoyalMail_0046,Image/RoyalMail_0046.jpg,Markup/RoyalMail_0046.xml,1
Special_0286,Image/Special_0286.tiff,Markup/Special_0286.xml,1
[P]ISBN_18_0097,Image/[P]ISBN_18_0097.jpg,Markup/[P]ISBN_18_0097.xml,1
Special_0198,Image/Special_0198.jpg,Markup/Special_0198.xml,1
RoyalMail_0162,Image/RoyalMail_0162.jpg,Markup/RoyalMail_0162.xml,1
Special_0222,Image/Special_0222.jpg,Markup/Special_0222.xml,1
Special_0288,Image/Special_0288.tiff,Markup/Special_0288.xml,1
RoyalMail_0119,Image/RoyalMail_0119.jpg,Markup/RoyalMail_0119.xml,1
Special_0033,Image/Special_0033.jpg,Markup/Special_0033.xml,1
EAN13_09_0083,Image/EAN13_09_0083.jpg,Markup/EAN13_09_0083.xml,1
QR-photo_26_0069,Image/QR-photo_26_0069.jpg,Markup/QR-photo_26_0069.xml,1
[P]ISBN_18_0033,Image/[P]ISBN_18_0033.jpg,Markup/[P]ISBN_18_0033.xml,1
RoyalMail_0108,Image/RoyalMail_0108.jpg,Markup/RoyalMail_0108.xml,1
RoyalMail_0140,Image/RoyalMail_0140.jpg,Markup/RoyalMail_0140.xml,1
[P]ISBN_18_0071,Image/[P]ISBN_18_0071.jpg,Markup/[P]ISBN_18_0071.xml,1
Special_0175,Image/Special_0175.jpg,Markup/Special_0175.xml,1
[P]ISBN_18_0066,Image/[P]ISBN_18_0066.jpg,Markup/[P]ISBN_18_0066.xml,1
EAN13_09_0070,Image/EAN13_09_0070.jpg,Markup/EAN13_09_0070.xml,1
[S]ISBN_02_0026,Image/[S]ISBN_02_0026.tiff,Markup/[S]ISBN_02_0026.xml,1
[S]ISBN_02_0075,Image/[S]ISBN_02_0075.tiff,Markup/[S]ISBN_02_0075.xml,1
Special_0210,Image/Special_0210.jpg,Markup/Special_0210.xml,1
[S]ISBN_02_0049,Image/[S]ISBN_02_0049.tiff,Markup/[S]ISBN_02_0049.xml,1
Special_0092,Image/Special_0092.jpg,Markup/Special_0092.xml,1
[S]ISBN_02_0027,Image/[S]ISBN_02_0027.tiff,Markup/[S]ISBN_02_0027.xml,1
[P]ISBN_18_0007,Image/[P]ISBN_18_0007.jpg,Markup/[P]ISBN_18_0007.xml,1
EAN13_09_0053,Image/EAN13_09_0053.jpg,Markup/EAN13_09_0053.xml,1
Special_0268,Image/Special_0268.tiff,Markup/Special_0268.xml,1
[P]ISBN_18_0013,Image/[P]ISBN_18_0013.jpg,Markup/[P]ISBN_18_0013.xml,1
Special_0295,Image/Special_0295.tiff,Markup/Special_0295.xml,1
RoyalMail_0067,Image/RoyalMail_0067.jpg,Markup/RoyalMail_0067.xml,1
[S]ISBN_02_0095,Image/[S]ISBN_02_0095.tiff,Markup/[S]ISBN_02_0095.xml,1
RoyalMail_0090,Image/RoyalMail_0090.jpg,Markup/RoyalMail_0090.xml,1
[S]ISBN_02_0045,Image/[S]ISBN_02_0045.tiff,Markup/[S]ISBN_02_0045.xml,1
EAN13_09_0037,Image/EAN13_09_0037.jpg,Markup/EAN13_09_0037.xml,1
EAN13_09_0035,Image/EAN13_09_0035.jpg,Markup/EAN13_09_0035.xml,1
[S]ISBN_02_0053,Image/[S]ISBN_02_0053.tiff,Markup/[S]ISBN_02_0053.xml,1
Special_0004,Image/Special_0004.tif,Markup/Special_0004.xml,1
Special_0113,Image/Special_0113.jpg,Markup/Special_0113.xml,1
[S]ISBN_02_0056,Image/[S]ISBN_02_0056.tiff,Markup/[S]ISBN_02_0056.xml,1
Excise_stamp_0030,Image/Excise_stamp_0030.jpg,Markup/Excise_stamp_0030.xml,1
EAN13_09_0082,Image/EAN13_09_0082.jpg,Markup/EAN13_09_0082.xml,1
Special_0191,Image/Special_0191.jpg,Markup/Special_0191.xml,1
Special_0283,Image/Special_0283.tiff,Markup/Special_0283.xml,1
EAN13_09_0088,Image/EAN13_09_0088.jpg,Markup/EAN13_09_0088.xml,1
RoyalMail_0081,Image/RoyalMail_0081.jpg,Markup/RoyalMail_0081.xml,1
RoyalMail_0114,Image/RoyalMail_0114.jpg,Markup/RoyalMail_0114.xml,1
Special_0184,Image/Special_0184.jpg,Markup/Special_0184.xml,1
RoyalMail_0028,Image/RoyalMail_0028.jpg,Markup/RoyalMail_0028.xml,1
Special_0047,Image/Special_0047.jpg,Markup/Special_0047.xml,1
RoyalMail_0185,Image/RoyalMail_0185.jpg,Markup/RoyalMail_0185.xml,1
RoyalMail_0193,Image/RoyalMail_0193.jpg,Markup/RoyalMail_0193.xml,1
EAN13_09_0006,Image/EAN13_09_0006.jpg,Markup/EAN13_09_0006.xml,1
EAN13_09_0058,Image/EAN13_09_0058.jpg,Markup/EAN13_09_0058.xml,1
RoyalMail_0141,Image/RoyalMail_0141.jpg,Markup/RoyalMail_0141.xml,1
[P]ISBN_18_0019,Image/[P]ISBN_18_0019.jpg,Markup/[P]ISBN_18_0019.xml,1
Special_0215,Image/Special_0215.jpg,Markup/Special_0215.xml,1
RoyalMail_0163,Image/RoyalMail_0163.jpg,Markup/RoyalMail_0163.xml,1
Excise_stamp_0007,Image/Excise_stamp_0007.jpg,Markup/Excise_stamp_0007.xml,1
[S]ISBN_02_0087,Image/[S]ISBN_02_0087.tiff,Markup/[S]ISBN_02_0087.xml,1
Special_0052,Image/Special_0052.tif,Markup/Special_0052.xml,1
Special_0332,Image/Special_0332.jpg,Markup/Special_0332.xml,1
[S]ISBN_02_0060,Image/[S]ISBN_02_0060.tiff,Markup/[S]ISBN_02_0060.xml,1
Special_0042,Image/Special_0042.tiff,Markup/Special_0042.xml,1
[P]ISBN_18_0075,Image/[P]ISBN_18_0075.jpg,Markup/[P]ISBN_18_0075.xml,1
EAN13_09_0029,Image/EAN13_09_0029.jpg,Markup/EAN13_09_0029.xml,1
EAN13_09_0090,Image/EAN13_09_0090.jpg,Markup/EAN13_09_0090.xml,1
EAN13_09_0011,Image/EAN13_09_0011.jpg,Markup/EAN13_09_0011.xml,1
RoyalMail_0127,Image/RoyalMail_0127.jpg,Markup/RoyalMail_0127.xml,1
Special_0135,Image/Special_0135.jpg,Markup/Special_0135.xml,1
Special_0234,Image/Special_0234.jpg,Markup/Special_0234.xml,1
Special_0190,Image/Special_0190.jpg,Markup/Special_0190.xml,1
RoyalMail_0189,Image/RoyalMail_0189.jpg,Markup/RoyalMail_0189.xml,1
Excise_stamp_0039,Image/Excise_stamp_0039.jpg,Markup/Excise_stamp_0039.xml,1
RoyalMail_0083,Image/RoyalMail_0083.jpg,Markup/RoyalMail_0083.xml,1
RoyalMail_0109,Image/RoyalMail_0109.jpg,Markup/RoyalMail_0109.xml,1
EAN13_09_0033,Image/EAN13_09_0033.jpg,Markup/EAN13_09_0033.xml,1
EAN13_09_0059,Image/EAN13_09_0059.jpg,Markup/EAN13_09_0059.xml,1
[S]ISBN_02_0099,Image/[S]ISBN_02_0099.tiff,Markup/[S]ISBN_02_0099.xml,1
Special_0230,Image/Special_0230.jpg,Markup/Special_0230.xml,1
Special_0264,Image/Special_0264.tiff,Markup/Special_0264.xml,1
RoyalMail_0198,Image/RoyalMail_0198.jpg,Markup/RoyalMail_0198.xml,1
QR-photo_26_0067,Image/QR-photo_26_0067.jpg,Markup/QR-photo_26_0067.xml,1
RoyalMail_0197,Image/RoyalMail_0197.jpg,Markup/RoyalMail_0197.xml,1
EAN13_09_0087,Image/EAN13_09_0087.jpg,Markup/EAN13_09_0087.xml,2
[S]ISBN_02_0040,Image/[S]ISBN_02_0040.tiff,Markup/[S]ISBN_02_0040.xml,2
RoyalMail_0171,Image/RoyalMail_0171.jpg,Markup/RoyalMail_0171.xml,2
Special_0163,Image/Special_0163.jpg,Markup/Special_0163.xml,2
Special_0099,Image/Special_0099.jpg,Markup/Special_0099.xml,2
[P]ISBN_18_0083,Image/[P]ISBN_18_0083.jpg,Markup/[P]ISBN_18_0083.xml,2
QR-photo_26_0075,Image/QR-photo_26_0075.jpg,Markup/QR-photo_26_0075.xml,2
QR-photo_26_0082,Image/QR-photo_26_0082.jpg,Markup/QR-photo_26_0082.xml,2
[P]ISBN_18_0003,Image/[P]ISBN_18_0003.jpg,Markup/[P]ISBN_18_0003.xml,2
Special_0259,Image/Special_0259.tiff,Markup/Special_0259.xml,2
RoyalMail_0079,Image/RoyalMail_0079.jpg,Markup/RoyalMail_0079.xml,2
RoyalMail_0056,Image/RoyalMail_0056.jpg,Markup/RoyalMail_0056.xml,2
Special_0136,Image/Special_0136.jpg,Markup/Special_0136.xml,2
RoyalMail_0152,Image/RoyalMail_0152.jpg,Markup/RoyalMail_0152.xml,2
[P]ISBN_18_0062,Image/[P]ISBN_18_0062.jpg,Markup/[P]ISBN_18_0062.xml,2
[P]ISBN_18_0017,Image/[P]ISBN_18_0017.jpg,Markup/[P]ISBN_18_0017.xml,2
RoyalMail_0062,Image/RoyalMail_0062.jpg,Markup/RoyalMail_0062.xml,2
[P]ISBN_18_0020,Image/[P]ISBN_18_0020.jpg,Markup/[P]ISBN_18_0020.xml,2
RoyalMail_0192,Image/RoyalMail_0192.jpg,Markup/RoyalMail_0192.xml,2
EAN13_09_0063,Image/EAN13_09_0063.jpg,Markup/EAN13_09_0063.xml,2
Special_0256,Image/Special_0256.tiff,Markup/Special_0256.xml,2
RoyalMail_0080,Image/RoyalMail_0080.jpg,Markup/RoyalMail_0080.xml,2
[P]ISBN_18_0098,Image/[P]ISBN_18_0098.jpg,Markup/[P]ISBN_18_0098.xml,2
