ID,image,objects,fold
[P]ISBN_18_0045,Image/[P]ISBN_18_0045.jpg,Markup/[P]ISBN_18_0045.xml,6
[P]ISBN_18_0008,Image/[P]ISBN_18_0008.jpg,Markup/[P]ISBN_18_0008.xml,6
RoyalMail_0167,Image/RoyalMail_0167.jpg,Markup/RoyalMail_0167.xml,6
[S]ISBN_02_0072,Image/[S]ISBN_02_0072.tiff,Markup/[S]ISBN_02_0072.xml,6
Special_0095,Image/Special_0095.jpg,Markup/Special_0095.xml,6
RoyalMail_0048,Image/RoyalMail_0048.jpg,Markup/RoyalMail_0048.xml,6
[P]ISBN_18_0022,Image/[P]ISBN_18_0022.jpg,Markup/[P]ISBN_18_0022.xml,6
Special_0025,Image/Special_0025.tif,Markup/Special_0025.xml,6
Special_0081,Image/Special_0081.jpeg,Markup/Special_0081.xml,6
Excise_stamp_0033,Image/Excise_stamp_0033.jpg,Markup/Excise_stamp_0033.xml,6
Special_0290,Image/Special_0290.tiff,Markup/Special_0290.xml,6
RoyalMail_0013,Image/RoyalMail_0013.jpg,Markup/RoyalMail_0013.xml,6
[P]ISBN_18_0076,Image/[P]ISBN_18_0076.jpg,Markup/[P]ISBN_18_0076.xml,6
Special_0204,Image/Special_0204.jpg,Markup/Special_0204.xml,6
Special_0270,Image/Special_0270.tiff,Markup/Special_0270.xml,6
RoyalMail_0154,Image/RoyalMail_0154.jpg,Markup/RoyalMail_0154.xml,6
[S]ISBN_02_0081,Image/[S]ISBN_02_0081.tiff,Markup/[S]ISBN_02_0081.xml,6
[P]ISBN_18_0049,Image/[P]ISBN_18_0049.jpg,Markup/[P]ISBN_18_0049.xml,6
RoyalMail_0014,Image/RoyalMail_0014.jpg,Markup/RoyalMail_0014.xml,6
Special_0321,Image/Special_0321.jpg,Markup/Special_0321.xml,6
Special_0275,Image/Special_0275.tiff,Markup/Special_0275.xml,6
RoyalMail_0098,Image/RoyalMail_0098.jpg,Markup/RoyalMail_0098.xml,6
Special_0247,Image/Special_0247.tiff,Markup/Special_0247.xml,6
RoyalMail_0191,Image/RoyalMail_0191.jpg,Markup/RoyalMail_0191.xml,6
[S]ISBN_02_0003,Image/[S]ISBN_02_0003.tiff,Markup/[S]ISBN_02_0003.xml,6
Special_0308,Image/Special_0308.tiff,Markup/Special_0308.xml,6
RoyalMail_0139,Image/RoyalMail_0139.jpg,Markup/RoyalMail_0139.xml,6
RoyalMail_0039,Image/RoyalMail_0039.jpg,Markup/RoyalMail_0039.xml,6
Special_0224,Image/Special_0224.jpg,Markup/Special_0224.xml,7
Special_0229,Image/Special_0229.jpg,Markup/Special_0229.xml,7
RoyalMail_0063,Image/RoyalMail_0063.jpg,Markup/RoyalMail_0063.xml,7
RoyalMail_0157,Image/RoyalMail_0157.jpg,Markup/RoyalMail_0157.xml,7
RoyalMail_0165,Image/RoyalMail_0165.jpg,Markup/RoyalMail_0165.xml,7
RoyalMail_0005,Image/RoyalMail_0005.jpg,Markup/RoyalMail_0005.xml,7
[S]ISBN_02_0054,Image/[S]ISBN_02_0054.tiff,Markup/[S]ISBN_02_0054.xml,7
[P]ISBN_18_0016,Image/[P]ISBN_18_0016.jpg,Markup/[P]ISBN_18_0016.xml,7
Special_0057,Image/Special_0057.jpg,Markup/Special_0057.xml,7
RoyalMail_0128,Image/RoyalMail_0128.jpg,Markup/RoyalMail_0128.xml,7
Special_0091,Image/Special_0091.jpg,Markup/Special_0091.xml,7
Special_0237,Image/Special_0237.jpg,Markup/Special_0237.xml,7
[S]ISBN_02_0088,Image/[S]ISBN_02_0088.tiff,Markup/[S]ISBN_02_0088.xml,7
[S]ISBN_02_0031,Image/[S]ISBN_02_0031.tiff,Markup/[S]ISBN_02_0031.xml,7
[S]ISBN_02_0009,Image/[S]ISBN_02_0009.tiff,Markup/[S]ISBN_02_0009.xml,7
Special_0216,Image/Special_0216.jpg,Markup/Special_0216.xml,7
[P]ISBN_18_0061,Image/[P]ISBN_18_0061.jpg,Markup/[P]ISBN_18_0061.xml,7
Special_0244,Image/Special_0244.jpg,Markup/Special_0244.xml,7
[P]ISBN_18_0052,Image/[P]ISBN_18_0052.jpg,Markup/[P]ISBN_18_0052.xml,7
Special_0143,Image/Special_0143.jpg,Markup/Special_0143.xml,7
[S]ISBN_02_0058,Image/[S]ISBN_02_0058.tiff,Markup/[S]ISBN_02_0058.xml,7
Special_0172,Image/Special_0172.jpg,Markup/Special_0172.xml,7
EAN13_09_0091,Image/EAN13_09_0091.jpg,Markup/EAN13_09_0091.xml,7
RoyalMail_0023,Image/RoyalMail_0023.jpg,Markup/RoyalMail_0023.xml,7
Special_0297,Image/Special_0297.tiff,Markup/Special_0297.xml,7
QR-photo_26_0030,Image/QR-photo_26_0030.jpg,Markup/QR-photo_26_0030.xml,7
Special_0110,Image/Special_0110.jpg,Markup/Special_0110.xml,7
EAN13_09_0039,Image/EAN13_09_0039.jpg,Markup/EAN13_09_0039.xml,7
Special_0127,Image/Special_0127.jpg,Markup/Special_0127.xml,7
QR-photo_26_0041,Image/QR-photo_26_0041.jpg,Markup/QR-photo_26_0041.xml,7
Special_0253,Image/Special_0253.tiff,Markup/Special_0253.xml,7
[P]ISBN_18_0094,Image/[P]ISBN_18_0094.jpg,Markup/[P]ISBN_18_0094.xml,7
[P]ISBN_18_0063,Image/[P]ISBN_18_0063.jpg,Markup/[P]ISBN_18_0063.xml,7
[P]ISBN_18_0053,Image/[P]ISBN_18_0053.jpg,Markup/[P]ISBN_18_0053.xml,7
[S]ISBN_02_0046,Image/[S]ISBN_02_0046.tiff,Markup/[S]ISBN_02_0046.xml,7
Special_0333,Image/Special_0333.jpg,Markup/Special_0333.xml,7
Excise_stamp_0002,Image/Excise_stamp_0002.jpg,Markup/Excise_stamp_0002.xml,7
Special_0150,Image/Special_0150.jpg,Markup/Special_0150.xml,7
RoyalMail_0021,Image/RoyalMail_0021.jpg,Markup/RoyalMail_0021.xml,7
[P]ISBN_18_0009,Image/[P]ISBN_18_0009.jpg,Markup/[P]ISBN_18_0009.xml,7
Special_0169,Image/Special_0169.jpg,Markup/Special_0169.xml,7
Special_0289,Image/Special_0289.tiff,Markup/Special_0289.xml,7
Special_0045,Image/Special_0045.jpg,Markup/Special_0045.xml,7
Special_0140,Image/Special_0140.jpg,Markup/Special_0140.xml,7
[S]ISBN_02_0073,Image/[S]ISBN_02_0073.tiff,Markup/[S]ISBN_02_0073.xml,7
QR-photo_26_0077,Image/QR-photo_26_0077.jpg,Markup/QR-photo_26_0077.xml,7
RoyalMail_0173,Image/RoyalMail_0173.jpg,Markup/RoyalMail_0173.xml,7
RoyalMail_0178,Image/RoyalMail_0178.jpg,Markup/RoyalMail_0178.xml,7
[S]ISBN_02_0055,Image/[S]ISBN_02_0055.tiff,Markup/[S]ISBN_02_0055.xml,7
QR-photo_26_0088,Image/QR-photo_26_0088.jpg,Markup/QR-photo_26_0088.xml,7
EAN13_09_0005,Image/EAN13_09_0005.jpg,Markup/EAN13_09_0005.xml,7
Special_0241,Image/Special_0241.tif,Markup/Special_0241.xml,7
[S]ISBN_02_0002,Image/[S]ISBN_02_0002.tiff,Markup/[S]ISBN_02_0002.xml,7
Special_0209,Image/Special_0209.jpg,Markup/Special_0209.xml,7
[P]ISBN_18_0005,Image/[P]ISBN_18_0005.jpg,Markup/[P]ISBN_18_0005.xml,7
Special_0133,Image/Special_0133.jpg,Markup/Special_0133.xml,7
Special_0324,Image/Special_0324.jpg,Markup/Special_0324.xml,7
Special_0282,Image/Special_0282.tiff,Markup/Special_0282.xml,7
Excise_stamp_0014,Image/Excise_stamp_0014.jpg,Markup/Excise_stamp_0014.xml,7
Special_0326,Image/Special_0326.jpg,Markup/Special_0326.xml,7
Special_0166,Image/Special_0166.jpg,Markup/Special_0166.xml,7
RoyalMail_0187,Image/RoyalMail_0187.jpg,Markup/RoyalMail_0187.xml,7
Special_0088,Image/Special_0088.jpg,Markup/Special_0088.xml,7
EAN13_09_0051,Image/EAN13_09_0051.jpg,Markup/EAN13_09_0051.xml,7
EAN13_09_0036,Image/EAN13_09_0036.jpg,Markup/EAN13_09_0036.xml,7
[P]ISBN_18_0054,Image/[P]ISBN_18_0054.jpg,Markup/[P]ISBN_18_0054.xml,7
QR-photo_26_0071,Image/QR-photo_26_0071.jpg,Markup/QR-photo_26_0071.xml,7
QR-photo_26_0003,Image/QR-photo_26_0003.jpg,Markup/QR-photo_26_0003.xml,7
EAN13_09_0031,Image/EAN13_09_0031.jpg,Markup/EAN13_09_0031.xml,7
[P]ISBN_18_0084,Image/[P]ISBN_18_0084.jpg,Markup/[P]ISBN_18_0084.xml,7
RoyalMail_0011,Image/RoyalMail_0011.jpg,Markup/RoyalMail_0011.xml,7
Special_0074,Image/Special_0074.jpg,Markup/Special_0074.xml,7
[P]ISBN_18_0047,Image/[P]ISBN_18_0047.jpg,Markup/[P]ISBN_18_0047.xml,7
RoyalMail_0159,Image/RoyalMail_0159.jpg,Markup/RoyalMail_0159.xml,7
RoyalMail_0069,Image/RoyalMail_0069.jpg,Markup/RoyalMail_0069.xml,7
RoyalMail_0199,Image/RoyalMail_0199.jpg,Markup/RoyalMail_0199.xml,7
Special_0273,Image/Special_0273.tiff,Markup/Special_0273.xml,7
RoyalMail_0172,Image/RoyalMail_0172.jpg,Markup/RoyalMail_0172.xml,7
Special_0188,Image/Special_0188.jpg,Markup/Special_0188.xml,7
Special_0083,Image/Special_0083.jpg,Markup/Special_0083.xml,7
QR-photo_26_0007,Image/QR-photo_26_0007.jpg,Markup/QR-photo_26_0007.xml,7
EAN13_09_0066,Image/EAN13_09_0066.jpg,Markup/EAN13_09_0066.xml,7
Special_0056,Image/Special_0056.jpg,Markup/Special_0056.xml,7
Special_0246,Image/Special_0246.tiff,Markup/Special_0246.xml,7
Excise_stamp_0051,Image/Excise_stamp_0051.jpg,Markup/Excise_stamp_0051.xml,7
[S]ISBN_02_0076,Image/[S]ISBN_02_0076.tiff,Markup/[S]ISBN_02_0076.xml,7
Special_0106,Image/Special_0106.jpg,Markup/Special_0106.xml,7
EAN13_09_0068,Image/EAN13_09_0068.jpg,Markup/EAN13_09_0068.xml,7
EAN13_09_0017,Image/EAN13_09_0017.jpg,Markup/EAN13_09_0017.xml,7
QR-photo_26_0027,Image/QR-photo_26_0027.jpg,Markup/QR-photo_26_0027.xml,7
EAN13_09_0044,Image/EAN13_09_0044.jpg,Markup/EAN13_09_0044.xml,7
Special_0077,Image/Special_0077.jpg,Markup/Special_0077.xml,7
RoyalMail_0160,Image/RoyalMail_0160.jpg,Markup/RoyalMail_0160.xml,7
QR-photo_26_0058,Image/QR-photo_26_0058.jpg,Markup/QR-photo_26_0058.xml,7
[P]ISBN_18_0036,Image/[P]ISBN_18_0036.jpg,Markup/[P]ISBN_18_0036.xml,7
QR-photo_26_0087,Image/QR-photo_26_0087.jpg,Markup/QR-photo_26_0087.xml,7
[P]ISBN_18_0067,Image/[P]ISBN_18_0067.jpg,Markup/[P]ISBN_18_0067.xml,7
EAN13_09_0056,Image/EAN13_09_0056.jpg,Markup/EAN13_09_0056.xml,7
RoyalMail_0118,Image/RoyalMail_0118.jpg,Markup/RoyalMail_0118.xml,7
[P]ISBN_18_0015,Image/[P]ISBN_18_0015.jpg,Markup/[P]ISBN_18_0015.xml,7
Special_0318,Image/Special_0318.jpg,Markup/Special_0318.xml,7
Special_0323,Image/Special_0323.jpg,Markup/Special_0323.xml,7
RoyalMail_0076,Image/RoyalMail_0076.jpg,Markup/RoyalMail_0076.xml,8
Special_0300,Image/Special_0300.tiff,Markup/Special_0300.xml,8
RoyalMail_0032,Image/RoyalMail_0032.jpg,Markup/RoyalMail_0032.xml,8
Special_0325,Image/Special_0325.jpg,Markup/Special_0325.xml,8
Special_0046,Image/Special_0046.tiff,Markup/Special_0046.xml,8
Special_0040,Image/Special_0040.tif,Markup/Special_0040.xml,8
[S]ISBN_02_0097,Image/[S]ISBN_02_0097.tiff,Markup/[S]ISBN_02_0097.xml,8
[P]ISBN_18_0092,Image/[P]ISBN_18_0092.jpg,Markup/[P]ISBN_18_0092.xml,8
RoyalMail_0050,Image/RoyalMail_0050.jpg,Markup/RoyalMail_0050.xml,8
QR-photo_26_0072,Image/QR-photo_26_0072.jpg,Markup/QR-photo_26_0072.xml,8
QR-photo_26_0032,Image/QR-photo_26_0032.jpg,Markup/QR-photo_26_0032.xml,8
Special_0142,Image/Special_0142.jpg,Markup/Special_0142.xml,8
Special_0329,Image/Special_0329.jpg,Markup/Special_0329.xml,8
RoyalMail_0182,Image/RoyalMail_0182.jpg,Markup/RoyalMail_0182.xml,8
Special_0301,Image/Special_0301.tiff,Markup/Special_0301.xml,8
Special_0061,Image/Special_0061.jpg,Markup/Special_0061.xml,8
[P]ISBN_18_0099,Image/[P]ISBN_18_0099.jpg,Markup/[P]ISBN_18_0099.xml,8
[P]ISBN_18_0046,Image/[P]ISBN_18_0046.jpg,Markup/[P]ISBN_18_0046.xml,8
Excise_stamp_0025,Image/Excise_stamp_0025.jpg,Markup/Excise_stamp_0025.xml,8
Special_0154,Image/Special_0154.jpg,Markup/Special_0154.xml,8
RoyalMail_0170,Image/RoyalMail_0170.jpg,Markup/RoyalMail_0170.xml,8
EAN13_09_0002,Image/EAN13_09_0002.jpg,Markup/EAN13_09_0002.xml,8
[S]ISBN_02_0098,Image/[S]ISBN_02_0098.tiff,Markup/[S]ISBN_02_0098.xml,8
Special_0148,Image/Special_0148.jpg,Markup/Special_0148.xml,8
EAN13_09_0085,Image/EAN13_09_0085.jpg,Markup/EAN13_09_0085.xml,8
QR-photo_26_0076,Image/QR-photo_26_0076.jpg,Markup/QR-photo_26_0076.xml,8
EAN13_09_0038,Image/EAN13_09_0038.jpg,Markup/EAN13_09_0038.xml,8
[P]ISBN_18_0050,Image/[P]ISBN_18_0050.jpg,Markup/[P]ISBN_18_0050.xml,8
Special_0094,Image/Special_0094.jpg,Markup/Special_0094.xml,8
Special_0009,Image/Special_0009.tif,Markup/Special_0009.xml,8
Special_0039,Image/Special_0039.tif,Markup/Special_0039.xml,8
RoyalMail_0147,Image/RoyalMail_0147.jpg,Markup/RoyalMail_0147.xml,8
EAN13_09_0097,Image/EAN13_09_0097.jpg,Markup/EAN13_09_0097.xml,8
RoyalMail_0120,Image/RoyalMail_0120.jpg,Markup/RoyalMail_0120.xml,8
Special_0153,Image/Special_0153.jpg,Markup/Special_0153.xml,8
RoyalMail_0126,Image/RoyalMail_0126.jpg,Markup/RoyalMail_0126.xml,8
[P]ISBN_18_0051,Image/[P]ISBN_18_0051.jpg,Markup/[P]ISBN_18_0051.xml,8
RoyalMail_0022,Image/RoyalMail_0022.jpg,Markup/RoyalMail_0022.xml,8
EAN13_09_0016,Image/EAN13_09_0016.jpg,Markup/EAN13_09_0016.xml,8
RoyalMail_0096,Image/RoyalMail_0096.jpg,Markup/RoyalMail_0096.xml,8
Special_0196,Image/Special_0196.jpg,Markup/Special_0196.xml,8
RoyalMail_0168,Image/RoyalMail_0168.jpg,Markup/RoyalMail_0168.xml,8
RoyalMail_0054,Image/RoyalMail_0054.jpg,Markup/RoyalMail_0054.xml,8
QR-photo_26_0037,Image/QR-photo_26_0037.jpg,Markup/QR-photo_26_0037.xml,8
[S]ISBN_02_0019,Image/[S]ISBN_02_0019.tiff,Markup/[S]ISBN_02_0019.xml,8
[S]ISBN_02_0093,Image/[S]ISBN_02_0093.tiff,Markup/[S]ISBN_02_0093.xml,8
Special_0245,Image/Special_0245.jpg,Markup/Special_0245.xml,8
[P]ISBN_18_0096,Image/[P]ISBN_18_0096.jpg,Markup/[P]ISBN_18_0096.xml,8
Special_0069,Image/Special_0069.jpg,Markup/Special_0069.xml,8
[S]ISBN_02_0080,Image/[S]ISBN_02_0080.tiff,Markup/[S]ISBN_02_0080.xml,8
Special_0090,Image/Special_0090.jpg,Markup/Special_0090.xml,8
[S]ISBN_02_0010,Image/[S]ISBN_02_0010.tiff,Markup/[S]ISBN_02_0010.xml,8
RoyalMail_0024,Image/RoyalMail_0024.jpg,Markup/RoyalMail_0024.xml,8
Special_0156,Image/Special_0156.jpg,Markup/Special_0156.xml,8
Special_0149,Image/Special_0149.jpg,Markup/Special_0149.xml,8
Special_0285,Image/Special_0285.tiff,Markup/Special_0285.xml,8
QR-photo_26_0060,Image/QR-photo_26_0060.jpg,Markup/QR-photo_26_0060.xml,8
[P]ISBN_18_0057,Image/[P]ISBN_18_0057.jpg,Markup/[P]ISBN_18_0057.xml,8
Special_0298,Image/Special_0298.tiff,Markup/Special_0298.xml,8
Special_0060,Image/Special_0060.jpg,Markup/Special_0060.xml,8
Special_0280,Image/Special_0280.tiff,Markup/Special_0280.xml,8
Special_0096,Image/Special_0096.jpg,Markup/Special_0096.xml,8
EAN13_09_0062,Image/EAN13_09_0062.jpg,Markup/EAN13_09_0062.xml,8
Special_0059,Image/Special_0059.jpg,Markup/Special_0059.xml,8
Special_0147,Image/Special_0147.jpg,Markup/Special_0147.xml,8
[S]ISBN_02_0035,Image/[S]ISBN_02_0035.tiff,Markup/[S]ISBN_02_0035.xml,8
[P]ISBN_18_0014,Image/[P]ISBN_18_0014.jpg,Markup/[P]ISBN_18_0014.xml,8
RoyalMail_0033,Image/RoyalMail_0033.jpg,Markup/RoyalMail_0033.xml,8
EAN13_09_0025,Image/EAN13_09_0025.jpg,Markup/EAN13_09_0025.xml,8
RoyalMail_0094,Image/RoyalMail_0094.jpg,Markup/RoyalMail_0094.xml,8
Special_0044,Image/Special_0044.jpg,Markup/Special_0044.xml,8
QR-photo_26_0031,Image/QR-photo_26_0031.jpg,Markup/QR-photo_26_0031.xml,8
RoyalMail_0057,Image/RoyalMail_0057.jpg,Markup/RoyalMail_0057.xml,8
QR-photo_26_0062,Image/QR-photo_26_0062.jpg,Markup/QR-photo_26_0062.xml,8
RoyalMail_0166,Image/RoyalMail_0166.jpg,Markup/RoyalMail_0166.xml,8
[P]ISBN_18_0082,Image/[P]ISBN_18_0082.jpg,Markup/[P]ISBN_18_0082.xml,8
RoyalMail_0194,Image/RoyalMail_0194.jpg,Markup/RoyalMail_0194.xml,8
Special_0076,Image/Special_0076.jpg,Markup/Special_0076.xml,8
RoyalMail_0124,Image/RoyalMail_0124.jpg,Markup/RoyalMail_0124.xml,8
[P]ISBN_18_0044,Image/[P]ISBN_18_0044.jpg,Markup/[P]ISBN_18_0044.xml,8
RoyalMail_0089,Image/RoyalMail_0089.jpg,Markup/RoyalMail_0089.xml,8
Special_0260,Image/Special_0260.tiff,Markup/Special_0260.xml,8
Excise_stamp_0054,Image/Excise_stamp_0054.jpg,Markup/Excise_stamp_0054.xml,8
Special_0262,Image/Special_0262.tiff,Markup/Special_0262.xml,8
[S]ISBN_02_0050,Image/[S]ISBN_02_0050.tiff,Markup/[S]ISBN_02_0050.xml,8
Excise_stamp_0015,Image/Excise_stamp_0015.jpg,Markup/Excise_stamp_0015.xml,8
RoyalMail_0153,Image/RoyalMail_0153.jpg,Markup/RoyalMail_0153.xml,8
EAN13_09_0093,Image/EAN13_09_0093.jpg,Markup/EAN13_09_0093.xml,8
Special_0043,Image/Special_0043.jpg,Markup/Special_0043.xml,8
RoyalMail_0111,Image/RoyalMail_0111.jpg,Markup/RoyalMail_0111.xml,8
QR-photo_26_0085,Image/QR-photo_26_0085.jpg,Markup/QR-photo_26_0085.xml,8
Special_0051,Image/Special_0051.jpg,Markup/Special_0051.xml,8
Excise_stamp_0042,Image/Excise_stamp_0042.jpg,Markup/Excise_stamp_0042.xml,8
Special_0211,Image/Special_0211.jpg,Markup/Special_0211.xml,8
EAN13_09_0024,Image/EAN13_09_0024.jpg,Markup/EAN13_09_0024.xml,8
Special_0299,Image/Special_0299.tiff,Markup/Special_0299.xml,8
EAN13_09_0076,Image/EAN13_09_0076.jpg,Markup/EAN13_09_0076.xml,8
Excise_stamp_0026,Image/Excise_stamp_0026.jpg,Markup/Excise_stamp_0026.xml,8
RoyalMail_0051,Image/RoyalMail_0051.jpg,Markup/RoyalMail_0051.xml,8
[S]ISBN_02_0039,Image/[S]ISBN_02_0039.tiff,Markup/[S]ISBN_02_0039.xml,8
Special_0019,Image/Special_0019.jpg,Markup/Special_0019.xml,8
Excise_stamp_0020,Image/Excise_stamp_0020.jpg,Markup/Excise_stamp_0020.xml,8
